Topic,Question Type,Paragraph,Question Text,Answer Options,Correct Answer,,Keyword
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""سمع"" ؟",,,سمع,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""سمع"".",,,سمع,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""سمع"" ؟",,,سمع,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""سمع"".",,,سمع,
مرادف,Short Answer,,"ما مرادف كلمة ""رسم"" ؟",,,رسم,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة "" رسم "" .",,,رسم,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""رسم"" ؟",,,رسم,
مضاد,Short Answer,,"وضح معنى كلمة "" رسم "" .",,,رسم,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""رسم"" ؟",,,رسم,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""رسم"".",,,رسم,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""رسم"" ؟",,,رسم,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""رسم"".",,,رسم,
مرادف,Short Answer,,"ما مرادف كلمة ""شرح"" ؟",,,شرح,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة "" شرح "" .",,,شرح,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""شرح"" ؟",,,شرح,
مضاد,Short Answer,,"وضح معنى كلمة "" شرح "" .",,,شرح,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""شرح"" ؟",,,شرح,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن "" الشرح "" .",,,شرح,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""شرح"" ؟",,,شرح,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""شرح"".",,,شرح,
مرادف,Short Answer,,"ما مرادف كلمة "" اسأل "" ؟",,,سأل,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة "" اسأل "" .",,,سأل,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى "" اسأل "" ؟",,,سأل,
مضاد,Short Answer,,"وضح معنى كلمة "" اسأل "" .",,,سأل,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة "" اسأل "" ؟",,,سأل,
مضاد,Short Answer,,اذكر كلمة تحمل معنى مختلفا عن سؤال .,,,سأل,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة "" سأل "" ؟",,,سأل,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة "" اسأل "" .",,,سأل,
مرادف,Short Answer,,"ما مرادف كلمة ""نظر"" ؟",,,نظر,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""نظر"".",,,نظر,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""نظر"" ؟",,,نظر,
مضاد,Short Answer,,"وضح معنى كلمة ""نظر"".",,,نظر,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""نظر"" ؟",,,نظر,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""نظر"".",,,نظر,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""نظر"" ؟",,,نظر,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""نظر"".",,,نظر,
مرادف,Short Answer,,"ما مرادف كلمة ""بيت"" ؟",,,بيت,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""بيت"".",,,بيت,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""بيت"" ؟",,,بيت,
مضاد,Short Answer,,"وضح معنى كلمة ""بيت"".",,,بيت,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""بيت"" ؟",,,بيت,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""بيت"".",,,بيت,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""بيت"" ؟",,,بيت,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""بيت"".",,,بيت,
مرادف,Short Answer,,"ما مرادف كلمة ""مدرسة"" ؟",,,مدرسة,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""مدرسة"".",,,مدرسة,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""مدرسة"" ؟",,,مدرسة,
مضاد,Short Answer,,"وضح معنى كلمة ""مدرسة"".",,,مدرسة,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""مدرسة"" ؟",,,مدرسة,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""مدرسة"".",,,مدرسة,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""مدرسة"" ؟",,,مدرسة,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""مدرسة"".",,,مدرسة,
مرادف,Short Answer,,"ما مرادف كلمة ""كتاب"" ؟",,,كتاب,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""كتاب"".",,,كتاب,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""كتاب"" ؟",,,كتاب,
مضاد,Short Answer,,"وضح معنى كلمة ""كتاب"".",,,كتاب,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""كتاب"" ؟",,,كتاب,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""كتاب"".",,,كتاب,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""كتاب"" ؟",,,كتاب,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""كتاب"".",,,كتاب,
مرادف,Short Answer,,"ما مرادف كلمة ""باب"" ؟",,,باب,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""باب"".",,,باب,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""باب"" ؟",,,باب,
مضاد,Short Answer,,"وضح معنى كلمة ""باب"".",,,باب,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""باب"" ؟",,,باب,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""باب"".",,,باب,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""باب"" ؟",,,باب,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""باب"".",,,باب,
مرادف,Short Answer,,"ما مرادف كلمة ""نافذة"" ؟",,,نافذة,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""نافذة"".",,,نافذة,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""نافذة"" ؟",,,نافذة,
مضاد,Short Answer,,"وضح معنى كلمة ""نافذة"".",,,نافذة,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""نافذة"" ؟",,,نافذة,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""نافذة"".",,,نافذة,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""نافذة"" ؟",,,نافذة,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""نافذة"".",,,نافذة,
مرادف,Short Answer,,"ما مرادف كلمة "" طاولة "" ؟",,,طاولة,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""طاولة"".",,,طاولة,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""طاولة"" ؟",,,طاولة,
مضاد,Short Answer,,"وضح معنى كلمة "" طاولة "" .",,,طاولة,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة "" طاولة "" ؟",,,طاولة,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""طاولة"".",,,طاولة,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة "" طاولة "" ؟",,,طاولة,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""طاولة"".",,,طاولة,
مرادف,Short Answer,,"ما مرادف كلمة ""كرسي"" ؟",,,كرسي,
مرادف,Short Answer,,اذكر كلمة مشابهة في المعنى لكلمة كرسي .,,,كرسي,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""كرسي"" ؟",,,كرسي,
مضاد,Short Answer,,وضح معنى كلمة كرسي .,,,كرسي,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""كرسي"" ؟",,,كرسي,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""كرسي"".",,,كرسي,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""كرسي"" ؟",,,كرسي,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""كرسي"".",,,كرسي,
مرادف,Short Answer,,"ما مرادف كلمة ""طريق"" ؟",,,طريق,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""طريق"".",,,طريق,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""طريق"" ؟",,,طريق,
مضاد,Short Answer,,"وضح معنى كلمة ""طريق"".",,,طريق,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""طريق"" ؟",,,طريق,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""طريق"".",,,طريق,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""طريق"" ؟",,,طريق,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""طريق"".",,,طريق,
مرادف,Short Answer,,"ما مرادف كلمة ""وردة"" ؟",,,وردة,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""وردة"".",,,وردة,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""وردة"" ؟",,,وردة,
مضاد,Short Answer,,"وضح معنى كلمة ""وردة"".",,,وردة,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""وردة"" ؟",,,وردة,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""وردة"".",,,وردة,
مضاد,Short Answer,,ما الكلمة التي تعتبر مضادة لكلمة وردة ؟,,,وردة,
مضاد,Short Answer,,وضح كلمة تحمل معنى مغاير لكلمة وردة .,,,وردة,
مرادف,Short Answer,,"ما مرادف كلمة ""نام "" ؟",,,نام,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""نام "" .",,,نام,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""نام"" ؟",,,نام,
مضاد,Short Answer,,"وضح معنى كلمة ""نام "" .",,,نام,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""نام"" ؟",,,نام,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن "" نام "" .",,,نام,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""نام "" ؟",,,نام,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""نام "" .",,,نام,
مرادف,Short Answer,,"ما مرادف كلمة ""ضحك"" ؟",,,ضحك,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""ضحك"".",,,ضحك,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""ضحك"" ؟",,,ضحك,
مضاد,Short Answer,,"وضح معنى كلمة ""ضحك"".",,,ضحك,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""ضحك"" ؟",,,ضحك,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""ضحك"".",,,ضحك,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""ضحك"" ؟",,,ضحك,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""ضحك"".",,,ضحك,
مرادف,Short Answer,,"ما مرادف كلمة "" وقف "" ؟",,,وقف,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة "" وقف "" .",,,وقف,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""وقف"" ؟",,,وقف,
مضاد,Short Answer,,"وضح معنى كلمة "" وقف "" .",,,وقف,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة "" وقف "" ؟",,,وقف,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن "" وقف "" .",,,وقف,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة "" وقف "" ؟",,,وقف,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة "" وقف "" .",,,وقف,
مرادف,Short Answer,,"ما مرادف كلمة ""سقط"" ؟",,,سقط,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""سقط"".",,,سقط,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""سقط"" ؟",,,سقط,
مضاد,Short Answer,,"وضح معنى كلمة ""سقط"".",,,سقط,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""سقط"" ؟",,,سقط,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلفا عن ""سقط"".",,,سقط,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""سقط"" ؟",,,سقط,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""سقط"".",,,سقط,
مرادف,Short Answer,,"ما مرادف كلمة ""درس"" ؟",,,درس,
مرادف,Short Answer,,"اذكر كلمة مشابهة في المعنى لكلمة ""درس"".",,,درس,
مضاد,Short Answer,,"ما الكلمة التي تعطي نفس معنى ""درس"" ؟",,,درس,
مضاد,Short Answer,,"وضح معنى كلمة ""درس"".",,,درس,
مضاد,Short Answer,,"ما الكلمة المختلفة عن كلمة ""درس"" ؟",,,درس,
مضاد,Short Answer,,"اذكر كلمة تحمل معنى مختلف عن ""درس"".",,,درس,
مضاد,Short Answer,,"ما الكلمة التي تعتبر مضادة لكلمة ""درس"" ؟",,,درس,
مضاد,Short Answer,,"وضح كلمة تحمل معنى مغاير لكلمة ""درس"".",,,درس,
مرادف,Short Answer,,"ما مرادف كلمة ""لبس"" ؟",,,لبس,
